"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Silica (mg/L)","Secchi Disc Depth (M)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Mirs Bay","MM3","2011-01-20","1","Bottom Water","0.7","0.047","1","96","7.9","1","1","0.041","0.012","0.006","7.9","0.6","33","0.58","2.9","3.4","15.2","0.1","0.08","0.13","<0.02","2.7","0.001","0.8"
"Mirs Bay","MM3","2011-02-21","1","Surface Water","0.3","0.057","1.4","89","7.4","<1","<1","0.15","0.006","0.012","7.9","<0.2","31.9","1.1","2.8","4.1","15","0.21","0.15","0.31","0.02","3.2","0.001","1.2"
"Mirs Bay","MM3","2011-02-21","1","Middle Water","0.4","0.046","0.2","93","7.7","<1","<1","0.12","0.004","0.009","7.9","0.5","31.9","0.81","2.8","5.3","15","0.17","0.2","0.32","0.02","4.1","0.001","0.9"
"Mirs Bay","MM3","2011-02-21","1","Bottom Water","0.4","0.053","1","92","7.7","<1","<1","0.16","0.006","0.012","7.9","0.6","31.9","1.1","2.8","7.7","14.9","0.22","0.12","0.29","0.03","5.5","0.001","1.2"
"Mirs Bay","MM3","2011-03-28","1","Surface Water","0.8","0.11","3.7","95","7.4","<1","<1","0.018","0.003","<0.002","7.9","0.8","33.2","0.54","2.6","1","17.9","0.13","0.13","0.15","<0.02","1.1","0.002","0.8"
"Mirs Bay","MM3","2011-03-28","1","Middle Water","1","0.11","4.2","94","7.3","<1","<1","0.019","0.004","<0.002","7.9","0.5","33.2","0.55","2.6","1.4","17.6","0.13","0.15","0.17","<0.02","1","0.002","0.8"
"Mirs Bay","MM3","2011-03-28","1","Bottom Water","0.8","0.1","4","92","7.2","<1","2","0.014","0.002","<0.002","7.9","1.4","33.3","0.51","2.6","4.1","17.6","0.12","0.17","0.19","<0.02","2","0.002","1.2"
"Mirs Bay","MM3","2011-04-14","1","Surface Water","0.9","0.073","3.1","106","7.6","<1","<1","0.004","<0.002","0.002","7.9","0.6","33.3","<0.05","4.1","1","22.1","0.08","0.12","0.13","<0.02","0.7","0.002","0.7"
"Mirs Bay","MM3","2011-04-14","1","Middle Water","1","0.095","3.1","101","7.4","<1","<1","0.003","<0.002","<0.002","7.9","1.2","33.4","0.06","4.1","4.8","21.1","0.1","0.16","0.17","<0.02","3.6","0.002","1.2"
"Mirs Bay","MM3","2011-04-14","1","Bottom Water","0.9","0.11","2.6","87","6.5","<1","<1","0.004","<0.002","0.002","7.9","1.4","33.5","0.16","4.1","6.8","19.6","0.12","0.27","0.28","0.04","7","0.002","1.8"
"Mirs Bay","MM3","2011-05-26","1","Surface Water","1","0.044","2.5","84","5.7","<1","<1","0.025","0.005","0.007","7.8","1","32.8","0.43","3","3.2","25.6","0.07","0.17","0.2","0.02","2.6","0.001","1"
"Mirs Bay","MM3","2011-05-26","1","Middle Water","0.7","0.058","1","76","5.2","1","3","0.01","0.007","0.008","7.8","0.5","33.1","0.42","3","2","25.2","0.08","0.15","0.17","<0.02","2","0.002","0.6"
"Mirs Bay","MM3","2011-05-26","1","Bottom Water","0.4","0.061","0.9","67","4.6","1","3","0.009","0.012","0.009","7.8","<0.2","33.5","0.71","3","5.2","24.8","0.08","0.12","0.14","<0.02","2.9","0.002","1"
"Mirs Bay","MM3","2011-06-24","1","Surface Water","0.2","0.027","1.2","70","4.6","<1","<1","0.038","0.01","0.003","8.1","0.6","31.4","0.18","2","3","28.5","0.08","0.1","0.15","<0.02","3.1","0.002","0.7"
"Mirs Bay","MM3","2011-06-24","1","Middle Water","0.3","0.035","1.8","71","4.6","<1","<1","0.038","0.013","0.003","8.1","<0.2","31.4","0.19","2","3.7","28.4","0.09","0.12","0.17","<0.02","2.9","0.002","0.8"
"Mirs Bay","MM3","2011-06-24","1","Bottom Water","0.2","0.035","1.4","73","4.8","<1","5","0.034","0.013","0.006","8.1","0.9","31.6","0.22","2","5.9","28","0.08","0.12","0.17","<0.02","4","0.002","1"
"Mirs Bay","MM3","2011-07-14","1","Surface Water","0.7","0.041","<0.2","63","4.1","3","24","0.003","<0.002","0.008","8","0.6","32.5","0.52","3.6","0.6","27.8","0.05","0.16","0.17","<0.02","0.6","0.002","0.6"
"Mirs Bay","MM3","2011-07-14","1","Middle Water","0.6","0.039","0.9","62","4.1","4","16","0.003","<0.002","0.009","8","0.2","32.6","0.51","3.6","<0.5","27.5","0.04","0.12","0.13","<0.02","0.7","0.002","<0.5"
"Mirs Bay","MM3","2011-07-14","1","Bottom Water","1","0.061","<0.2","37","2.6","2","10","0.04","0.025","0.008","7.8","1.1","34.2","0.84","3.6","4.4","22.8","0.13","0.11","0.18","<0.02","5.4","0.002","1"
"Mirs Bay","MM3","2011-08-11","1","Surface Water","0.6","0.025","1.3","94","6","3","58","0.008","0.003","0.004","8.3","<0.2","31.4","0.53","4","0.9","29.3","0.04","0.11","0.12","<0.02","1.3","0.003","0.7"
"Mirs Bay","MM3","2011-08-11","1","Middle Water","0.5","0.026","1.2","66","4.4","28","120","0.063","0.015","0.008","8.1","0.3","32.7","1.1","4","4.3","26.2","0.1","0.1","0.18","<0.02","1.8","0.002","1.1"
"Mirs Bay","MM3","2011-08-11","1","Bottom Water","1.4","0.051","1.6","25","1.8","3","19","0.11","0.021","0.016","7.9","0.7","34.1","1.5","4","6.5","22.6","0.18","0.09","0.22","0.02","6","0.002","1.3"
"Mirs Bay","MM3","2011-09-23","1","Surface Water","0.2","0.031","0.9","89","5.8","<1","<1","<0.002","<0.002","0.005","8.3","0.6","32.4","0.24","3","2.8","28.5","0.04","0.12","0.12","<0.02","3.4","0.003","0.7"
"Mirs Bay","MM3","2011-09-23","1","Middle Water","0.2","0.036","1.7","88","5.7","<1","<1","<0.002","<0.002","0.006","8.3","0.5","32.4","0.26","3","3.8","28.5","0.04","0.14","0.14","<0.02","3.6","0.004","0.9"
"Mirs Bay","MM3","2011-09-23","1","Bottom Water","0.3","0.04","1.5","88","5.7","<1","<1","<0.002","<0.002","0.006","8.3","1.4","32.4","0.26","3","4.8","28.5","0.04","0.12","0.12","<0.02","3.6","0.004","1.1"
"Mirs Bay","MM3","2011-10-19","1","Surface Water","0.9","0.021","5.7","116","7.8","<1","3","0.002","0.008","0.004","8.3","0.3","32","0.11","2.6","2.2","26.6","0.03","0.13","0.14","<0.02","1.5","0.002","0.9"
"Mirs Bay","MM3","2011-10-19","1","Middle Water","0.7","0.027","9.1","112","7.5","1","2","0.019","0.018","0.004","8.2","1.3","32.3","0.31","2.6","3.8","26.3","0.06","0.14","0.18","<0.02","1.6","0.002","1"
"Mirs Bay","MM3","2011-10-19","1","Bottom Water","0.7","0.031","7.7","98","6.6","<1","<1","0.039","0.013","0.007","8.2","1.7","32.8","0.49","2.6","3.3","26.2","0.08","0.12","0.17","<0.02","1.1","0.002","0.9"
"Mirs Bay","MM3","2011-11-24","1","Surface Water","0.3","0.029","1.3","91","6.4","<1","<1","0.024","0.023","0.007","8","1","32.7","0.63","2","5.6","23.8","0.08","0.16","0.21","<0.02","5","0.001","0.9"
"Mirs Bay","MM3","2011-11-24","1","Middle Water","0.5","0.027","1","92","6.5","<1","<1","0.022","0.026","0.008","8","1.5","32.7","0.64","2","6.8","23.7","0.08","0.17","0.22","<0.02","5.2","0.001","1"
"Mirs Bay","MM3","2011-11-24","1","Bottom Water","0.4","0.026","1.2","92","6.5","<1","<1","0.022","0.026","0.008","8","0.9","32.7","0.63","2","8.5","23.7","0.07","0.14","0.19","0.02","7.7","0.001","1.2"
"Mirs Bay","MM3","2011-12-14","1","Surface Water","0.6","0.014","1.5","99","7.6","<1","1","0.16","0.014","0.012","7.8","0.4","31.9","1.2","2","2.7","19.3","0.19","0.11","0.28","0.03","2.3","0.001","0.7"
"Mirs Bay","MM3","2011-12-14","1","Middle Water","0.7","0.025","2.9","97","7.5","1","3","0.15","0.015","0.012","7.8","0.3","32","1.2","2","3.1","19","0.19","0.1","0.27","0.03","2.1","0.001","0.7"
"Mirs Bay","MM3","2011-12-14","1","Bottom Water","0.7","0.019","2.6","98","7.5","1","1","0.13","0.012","0.013","7.8","0.8","32.2","1","2","3","19.1","0.16","0.09","0.23","0.02","2","0.001","0.5"
"Mirs Bay","MM3","2012-01-13","1","Surface Water","0.5","0.039","5.9","111","8.9","<1","<1","0.066","0.005","0.004","8.1","0.7","31.2","0.08","1.8","3.3","16.5","0.11","0.25","0.32","0.03","3","0.001","0.9"
"Mirs Bay","MM3","2012-01-13","1","Middle Water","0.5","0.043","7","109","8.8","<1","1","0.068","0.005","0.004","8.1","1.4","31.2","0.1","1.8","4.7","16.4","0.12","0.25","0.32","0.02","2.7","0.001","1.1"
"Mirs Bay","MM3","2012-01-13","1","Bottom Water","0.4","0.048","6.9","108","8.8","<1","1","0.063","0.005","0.004","8.1","1.9","31.2","0.11","1.8","5.4","16.5","0.12","0.26","0.33","0.02","3.6","0.001","1.3"
"Mirs Bay","MM3","2012-02-06","1","Surface Water","0.9","0.047","0.8","97","7.9","2","4","0.13","0.013","0.009","8.1","<0.2","31.2","1","5","1.1","16","0.19","0.16","0.3","0.03","1.4","0.001","<0.5"
"Mirs Bay","MM3","2012-02-06","1","Middle Water","0.8","0.043","1.3","100","8.1","1","4","0.11","0.013","0.008","8.1","<0.2","31.2","0.9","5","1.2","15.9","0.17","0.19","0.31","0.02","0.8","0.001","0.5"
"Mirs Bay","MM3","2012-02-06","1","Bottom Water","0.8","0.04","3.5","97","8","<1","<1","0.13","0.012","0.011","8.1","1","31.4","1","5","1.8","15.8","0.18","0.13","0.27","0.03","1","0.001","0.6"
"Mirs Bay","MM3","2012-03-21","1","Surface Water","1.5","0.057","8.9","131","10.4","<1","<1","0.057","0.005","0.004","7.8","3","31.2","0.46","2","2.1","17.3","0.12","0.27","0.33","0.04","0.6","0.001","1.2"
"Mirs Bay","MM3","2012-03-21","1","Middle Water","1.4","0.057","10","125","10","3","4","0.066","0.004","0.004","7.8","3.5","31.2","0.53","2","2.4","17","0.13","0.3","0.37","0.02","1","0.001","1.1"
"Mirs Bay","MM3","2012-03-21","1","Bottom Water","0.7","0.043","5.2","107","8.7","<1","<1","0.14","0.018","0.007","7.7","2.3","31.3","1.1","2","3.5","16.5","0.2","0.26","0.42","0.03","2.2","0.001","0.8"
"Mirs Bay","MM3","2012-04-19","1","Surface Water","2.1","0.11","2.9","114","8.3","<1","1","0.036","0.006","0.005","7.7","0.9","30.8","0.75","3.8","1.3","22.2","0.15","0.27","0.31","0.02","1.5","0.002","1"
"Mirs Bay","MM3","2012-04-19","1","Middle Water","0.7","0.077","0.8","111","8.2","<1","2","0.027","0.007","0.004","7.7","<0.2","31.4","0.8","3.8","1.5","21.5","0.11","0.16","0.19","<0.02","1.5","0.001","0.7"
"Mirs Bay","MM3","2012-04-19","1","Bottom Water","0.2","0.057","0.3","88","6.4","<1","<1","0.023","0.014","0.007","7.6","<0.2","33.4","0.93","3.8","4.9","21.3","0.09","0.08","0.12","<0.02","5.2","0.001","0.8"
"Mirs Bay","MM3","2012-05-14","1","Surface Water","1.4","0.052","3.1","134","9.1","26","61","0.039","0.009","<0.002","7.9","0.2","30.4","0.1","3.5","1.6","26.5","0.1","0.19","0.24","<0.02","1.1","0.002","1.2"
"Mirs Bay","MM3","2012-05-14","1","Middle Water","1.1","0.093","9.4","143","9.8","1","7","0.014","0.006","0.003","7.9","0.8","31.1","0.11","3.5","1.9","25.9","0.11","0.16","0.18","<0.02","1","0.003","1.4"
"Mirs Bay","MM3","2012-05-14","1","Bottom Water","0.3","0.092","1.5","84","5.8","<1","1","0.03","0.018","0.005","7.6","1","31.8","0.52","3.5","7.2","24.3","0.14","0.18","0.23","0.02","5.4","0.002","1.5"
"Mirs Bay","MM3","2012-06-25","1","Surface Water","0.4","0.017","1.1","122","8","<1","3","0.013","<0.002","<0.002","7.8","0.3","29.9","0.25","3","1.2","28.3","0.03","0.12","0.14","0.03","1","0.001","<0.5"
"Mirs Bay","MM3","2012-06-25","1","Middle Water","0.4","0.025","1.1","116","7.7","3","560","0.015","0.003","0.003","7.8","0.2","30.2","0.25","3","1.9","28.2","0.04","0.15","0.17","<0.02","1.6","0.001","0.7"
"Mirs Bay","MM3","2012-06-25","1","Bottom Water","0.6","0.071","0.4","40","2.6","1","2","0.028","0.099","0.021","7.5","1","31.8","1.7","3","8.8","27.4","0.2","0.21","0.34","0.03","7.2","0.001","1.3"
"Mirs Bay","MM3","2012-07-18","1","Surface Water","1.5","0.022","3.8","140","9","<1","2","0.007","<0.002","0.004","7.9","0.8","31","0.49","2","1.7","29.6","0.03","0.21","0.22","0.03","2.2","0.001","1.2"
"Mirs Bay","MM3","2012-07-18","1","Middle Water","0.8","0.009","2.2","55","3.9","<1","5","0.084","0.002","0.009","7.5","0.9","33.5","1.2","2","3.3","23.5","0.1","0.14","0.23","0.03","2.5","0.001","1"
"Mirs Bay","MM3","2012-07-18","1","Bottom Water","1","0.01","0.6","42","3","1","7","0.14","<0.002","0.016","7.4","0.5","33.8","1.4","2","4.4","22.4","0.15","0.18","0.32","0.03","3.3","0.001","0.9"
"Mirs Bay","MM3","2012-08-22","1","Surface Water","1.6","0.048","4.6","96","6.2","15","40","0.003","<0.002","0.002","8.3","1.5","31.6","0.06","2.5","1.4","28.9","0.05","0.22","0.23","<0.02","0.6","0.005","1.1"
"Mirs Bay","MM3","2012-08-22","1","Middle Water","0.2","0.057","0.9","86","5.6","3","12","0.006","<0.002","0.005","8.1","0.4","32.1","0.16","2.5","0.7","28.2","0.07","0.17","0.18","<0.02","0.2","0.004","0.6"
"Mirs Bay","MM3","2012-08-22","1","Bottom Water","1","0.16","1.1","44","2.9","1","2","0.009","0.01","0.027","7.9","0.2","32.5","1.1","2.5","1.8","26.8","0.18","0.23","0.25","0.05","1.5","0.006","0.9"
"Mirs Bay","MM3","2012-09-24","1","Surface Water","0.6","0.014","2.5","107","6.9","<1","<1","0.002","<0.002","0.005","8.4","<0.2","32","0.29","3","1.2","29.1","0.02","0.2","0.2","0.03","0.9","0.002","0.5"
"Mirs Bay","MM3","2012-09-24","1","Middle Water","0.6","0.019","2.5","93","6.1","<1","<1","0.003","0.002","0.006","8.3","0.7","32.1","0.35","3","1.7","28","0.02","0.22","0.23","0.03","3.6","0.002","<0.5"
"Mirs Bay","MM3","2012-09-24","1","Bottom Water","0.4","0.028","2.6","77","5.1","<1","<1","0.012","0.008","0.007","8.3","0.5","32.2","0.67","3","2","27.5","0.05","0.18","0.2","0.03","4.6","0.003","0.9"
"Mirs Bay","MM3","2012-10-17","1","Surface Water","0.2","0.04","0.8","91","6","<1","<1","0.009","0.002","0.006","8.1","<0.2","32.2","0.55","2.5","3.2","27.4","0.05","0.18","0.19","0.02","2.9","0.003","0.8"
"Mirs Bay","MM3","2012-10-17","1","Middle Water","0.3","0.042","0.6","93","6.1","<1","<1","0.008","0.002","0.006","8.1","<0.2","32.2","0.51","2.5","3.1","27.4","0.05","0.15","0.16","0.02","2.5","0.003","0.8"
"Mirs Bay","MM3","2012-10-17","1","Bottom Water","0.3","0.044","0.9","93","6.1","<1","2","0.008","0.003","0.007","8.1","<0.2","32.2","0.52","2.5","2.7","27.4","0.06","0.17","0.18","0.03","2.3","0.003","0.8"
"Mirs Bay","MM3","2012-11-19","1","Surface Water","0.2","0.028","2.4","96","6.7","<1","<1","0.019","0.005","0.007","8","0.4","32.6","0.24","3.5","2.3","23.9","0.05","0.21","0.23","0.02","1.7","0.001","0.7"
"Mirs Bay","MM3","2012-11-19","1","Middle Water","0.4","0.034","2.7","98","6.9","2","4","0.017","0.005","0.006","8","<0.2","32.6","0.22","3.5","1.4","23.8","0.06","0.17","0.19","0.02","1.7","0.001","<0.5"
"Mirs Bay","MM3","2012-11-19","1","Bottom Water","0.2","0.028","3.9","98","6.9","<1","<1","0.012","0.003","0.006","8","1.1","32.7","0.19","3.5","4.4","23.8","0.04","0.21","0.23","0.02","2.1","0.001","1.2"
"Mirs Bay","MM3","2012-12-12","1","Surface Water","0.4","0.036","3.3","102","7.6","<1","<1","0.042","0.02","0.006","7.8","<0.2","32.7","0.65","3","2","20.6","0.1","0.65","0.71","0.03","1.9","0.001","0.6"
"Mirs Bay","MM3","2012-12-12","1","Middle Water","0.4","0.044","4.3","103","7.6","<1","<1","0.029","0.024","0.007","7.8","0.4","32.8","0.68","3","1.8","20.4","0.1","0.42","0.47","0.03","2.4","0.001","0.7"
"Mirs Bay","MM3","2012-12-12","1","Bottom Water","0.3","0.03","3.9","101","7.5","<1","<1","0.044","0.022","0.007","7.8","<0.2","32.8","0.68","3","2.6","20.4","0.1","0.39","0.46","0.03","2.5","0.001","1.1"
"Mirs Bay","MM3","2013-01-23","1","Surface Water","0.6","0.04","1","105","8.2","<1","<1","0.11","0.006","0.012","8","<0.2","32.3","0.98","3","5.2","17.5","0.16","0.14","0.26","0.03","7.8","0.001","1.1"
"Mirs Bay","MM3","2013-01-23","1","Middle Water","0.6","0.043","0.9","104","8.2","<1","<1","0.11","0.005","0.013","8","0.6","32.4","0.98","3","8.2","17.4","0.16","0.16","0.28","0.03","9.8","0.001","1.2"
"Mirs Bay","MM3","2013-01-23","1","Bottom Water","0.5","0.059","1","100","7.9","<1","<1","0.091","0.006","0.014","8","1.4","32.5","0.96","3","25","17.3","0.16","0.24","0.34","0.05","20.6","0.002","3.7"
"Mirs Bay","MM3","2013-02-20","1","Surface Water","1","0.053","1.8","113","8.7","<1","<1","0.03","0.002","0.01","8","0.4","31.9","0.42","3","1.2","18.7","0.09","0.2","0.23","0.02","1.2","0.001","0.8"
"Mirs Bay","MM3","2013-02-20","1","Middle Water","1","0.062","2.6","114","8.8","1","1","0.033","<0.002","0.01","8","0.2","31.9","0.44","3","1","18.6","0.1","0.18","0.22","<0.02","1.5","0.002","0.7"
"Mirs Bay","MM3","2013-02-20","1","Bottom Water","0.7","0.053","1.6","106","8.2","<1","<1","0.046","<0.002","0.01","7.9","0.7","31.9","0.55","3","4.3","18.5","0.1","0.17","0.22","0.02","3.3","0.001","1.1"
"Mirs Bay","MM3","2013-03-07","1","Surface Water","0.1","0.024","9","113","8.6","<1","<1","0.006","<0.002","0.006","7.9","2.2","31.8","0.52","2","1.4","19.6","0.03","0.26","0.27","0.03","2.4","<0.001","0.7"
"Mirs Bay","MM3","2013-03-07","1","Middle Water","0.3","0.034","8.5","113","8.7","2","3","0.012","<0.002","0.006","7.9","1.8","32","0.53","2","1.4","18.6","0.05","0.26","0.27","0.03","1.7","<0.001","1.1"
"Mirs Bay","MM3","2013-03-07","1","Bottom Water","<0.1","0.043","0.6","95","7.4","<1","<1","0.045","0.007","0.007","7.8","<0.2","32","0.74","2","1.8","18.3","0.1","0.2","0.25","0.03","1.4","<0.001","0.7"
"Mirs Bay","MM3","2013-04-10","1","Surface Water","0.6","0.055","1.9","93","7.1","5","7","0.05","0.008","0.007","8","<0.2","31.8","0.68","3.1","1.1","19.7","0.11","0.2","0.26","0.02","1","0.002","0.7"
"Mirs Bay","MM3","2013-04-10","1","Middle Water","0.2","0.029","0.5","89","6.8","<1","2","0.012","0.003","0.008","8","<0.2","32.1","0.34","3.1","1.2","19.6","0.04","0.09","0.11","0.02","1.1","<0.001","1"
"Mirs Bay","MM3","2013-04-10","1","Bottom Water","0.2","0.029","1.4","84","6.3","1","2","0.018","0.003","0.007","8","0.4","32.6","0.45","3.1","3.2","19.7","0.05","0.26","0.28","0.03","2.3","<0.001","0.7"
"Mirs Bay","MM3","2013-05-08","1","Surface Water","0.9","0.012","7.7","94","6.8","1","2","<0.002","0.002","0.006","8.1","<0.2","32.5","0.28","2.5","1.7","22.1","0.02","0.17","0.17","0.03","1.5","<0.001","0.9"
"Mirs Bay","MM3","2013-05-08","1","Middle Water","0.5","0.019","3.7","93","6.7","<1","1","0.005","0.004","0.008","8.1","0.8","32.6","0.41","2.5","2.1","21.9","0.03","0.22","0.23","0.03","2","<0.001","1.2"
"Mirs Bay","MM3","2013-05-08","1","Bottom Water","0.4","0.014","2.3","74","5.4","<1","2","0.006","0.008","0.007","8","0.6","33","0.51","2.5","4.9","21.6","0.03","0.22","0.23","0.03","4.8","<0.001","1"
"Mirs Bay","MM3","2013-06-05","1","Surface Water","0.7","0.03","0.3","97","6.3","<1","1","0.011","<0.002","0.004","8.1","0.4","30.7","0.3","3","0.9","28.3","0.04","0.19","0.2","0.03","0.2","0.002","<0.5"
"Mirs Bay","MM3","2013-06-05","1","Middle Water","0.9","0.019","0.9","85","5.8","1","2","0.007","0.004","0.004","8","0.9","32","0.59","3","1.3","25.9","0.03","0.15","0.16","0.03","1","<0.001","0.8"
"Mirs Bay","MM3","2013-06-05","1","Bottom Water","0.4","0.019","<0.2","64","4.5","2","5","0.009","0.043","0.007","7.9","1.2","33.6","1","3","1","23.3","0.07","0.08","0.13","0.03","1.2","<0.001","<0.5"
"Mirs Bay","MM3","2013-07-18","1","Surface Water","1.1","0.014","4.6","107","7.1","24","200","0.005","<0.002","0.004","8.5","0.7","30.3","0.07","3","1.2","27.7","0.02","0.13","0.14","0.04","0.8","0.002","<0.5"
"Mirs Bay","MM3","2013-07-18","1","Middle Water","0.6","0.016","3.7","101","6.8","13","65","0.01","<0.002","0.005","8.4","1.1","31.3","0.16","3","1.7","27","0.03","0.11","0.12","0.04","0.6","0.002","0.5"
"Mirs Bay","MM3","2013-07-18","1","Bottom Water","1","0.024","7.4","42","3","9","21","0.12","0.011","0.017","8.1","1.3","34","1.3","3","5.7","22.9","0.16","0.05","0.18","0.06","3.8","0.001","1"
"Mirs Bay","MM3","2013-08-22","1","Surface Water","1","0.017","6.7","78","5.1","56","110","0.033","0.024","0.007","8.2","2.6","30.7","1","2.2","2.5","27.6","0.07","0.16","0.22","0.03","38.1","0.001","1.3"
"Mirs Bay","MM3","2013-08-22","1","Middle Water","0.7","<0.005","1.5","57","3.8","7","14","0.048","0.029","0.012","8.1","0.8","32.7","1","2.2","2.3","26.4","0.08","0.11","0.19","0.03","11.2","<0.001","0.7"
"Mirs Bay","MM3","2013-08-22","1","Bottom Water","0.4","<0.005","1","39","2.7","6","13","0.084","0.024","0.016","8","1.4","33.6","1.5","2.2","1.6","24.3","0.11","0.09","0.2","0.03","23.1","<0.001","0.6"
"Mirs Bay","MM3","2013-09-13","1","Surface Water","0.9","0.013","1.9","104","6.8","<1","1","0.004","<0.002","0.004","8.5","0.4","29.6","0.11","3","0.8","29.3","0.02","0.14","0.15","<0.02","1.5","0.002","0.6"
"Mirs Bay","MM3","2013-09-13","1","Middle Water","0.7","0.014","1.3","102","6.7","<1","<1","0.003","<0.002","0.005","8.4","1.5","29.9","0.11","3","1.8","28.6","0.02","0.13","0.14","0.02","2.6","0.002","0.7"
"Mirs Bay","MM3","2013-09-13","1","Bottom Water","0.3","0.056","1.7","74","5","<1","1","0.014","0.004","0.008","8.3","1.3","30.6","0.47","3","5.8","27.3","0.07","0.16","0.18","<0.02","5.7","0.005","1.4"
"Mirs Bay","MM3","2013-10-25","1","Surface Water","0.2","0.022","1.1","62","4.2","<1","<1","0.007","0.01","0.007","8.1","0.7","31.4","0.67","2.4","3","25.9","0.04","0.11","0.13","0.02","4.4","0.001","0.6"
"Mirs Bay","MM3","2013-10-25","1","Middle Water","0.3","0.023","1.1","89","6","<1","<1","0.006","0.011","0.008","8.1","0.6","31.5","0.68","2.4","3.8","25.9","0.04","0.14","0.16","0.02","5.1","0.001","0.9"
"Mirs Bay","MM3","2013-10-25","1","Bottom Water","0.3","0.027","1.2","88","6","<1","<1","0.006","0.013","0.008","8.1","1","31.5","0.75","2.4","8.9","25.8","0.05","0.15","0.17","0.02","9.3","0.002","1.4"
"Mirs Bay","MM3","2013-11-15","1","Surface Water","0.4","0.016","0.5","65","4.6","<1","3","0.034","0.052","0.012","8","0.4","31.8","1.1","3","3.2","24.2","0.1","0.11","0.2","0.02","3.2","<0.001","0.7"
"Mirs Bay","MM3","2013-11-15","1","Middle Water","0.4","0.017","1.5","87","6.1","<1","1","0.033","0.051","0.011","8.1","<0.2","31.8","1.1","3","4.7","24","0.1","0.23","0.31","<0.02","4.2","<0.001","0.7"
"Mirs Bay","MM3","2013-11-15","1","Bottom Water","0.2","0.02","1.4","86","6.1","2","3","0.031","0.041","0.011","8.1","1.3","31.9","1.2","3","16","24","0.09","0.22","0.29","0.02","10.8","<0.001","2.1"
"Mirs Bay","MM3","2013-12-09","1","Surface Water","1","<0.005","3.8","88","6.5","<1","<1","0.007","<0.002","0.008","8.3","<0.2","32.6","0.08","4","1.5","20.6","0.01","0.12","0.13","<0.02","1.9","<0.001","0.9"
"Mirs Bay","MM3","2013-12-09","1","Middle Water","1.1","0.008","4","112","8.4","1","1","0.002","0.002","0.006","8.3","0.6","32.5","0.13","4","2.1","20.4","0.01","0.1","0.1","<0.02","1.4","<0.001","1"
"Mirs Bay","MM3","2013-12-09","1","Bottom Water","0.8","0.009","2.9","107","8","<1","1","0.008","0.002","0.007","8.3","0.9","32.5","0.3","4","1.6","20.3","0.02","0.13","0.14","<0.02","1.2","<0.001","0.8"
"Mirs Bay","MM3","2014-01-13","1","Surface Water","0.7","0.043","0.9","69","5.5","<1","<1","0.058","0.013","0.006","8.1","<0.2","33","1.2","2.5","2.3","16.3","0.11","0.12","0.19","0.03","4.1","0.001","0.6"
"Mirs Bay","MM3","2014-01-13","1","Middle Water","2.2","0.043","0.9","95","7.6","<1","<1","0.05","0.011","0.007","8.1","<0.2","33.1","1.2","2.5","2.9","16.4","0.1","0.08","0.14","0.03","2.3","0.001","0.6"
"Mirs Bay","MM3","2014-01-13","1","Bottom Water","0.6","0.042","1.4","95","7.6","<1","<1","0.08","0.011","0.012","8.1","<0.2","33.1","1.2","2.5","3.1","16.4","0.13","0.08","0.17","0.03","3","0.001","0.8"
"Mirs Bay","MM3","2014-02-12","1","Surface Water","0.5","0.061","0.5","86","6.9","<1","<1","0.029","0.003","0.009","8","0.9","32.6","0.74","4","1","16.2","0.09","0.2","0.23","0.02","1.1","0.002","0.6"
"Mirs Bay","MM3","2014-02-12","1","Middle Water","0.4","0.055","0.7","101","8.1","<1","<1","0.033","0.004","0.009","8","<0.2","32.8","0.72","4","1.5","16.1","0.09","0.18","0.22","0.02","1.1","0.001","0.6"
"Mirs Bay","MM3","2014-02-12","1","Bottom Water","0.3","0.043","<0.2","101","8.2","<1","<1","0.048","0.003","0.01","8","4.1","32.8","0.83","4","52","16","0.09","0.35","0.4","0.08","1.1","0.001","6.8"
"Mirs Bay","MM3","2014-03-17","1","Surface Water","0.8","0.024","2.1","81","6.5","<1","<1","0.03","0.008","0.009","8","<0.2","33.3","0.89","3.5","2.1","16.6","0.06","0.18","0.22","0.02","1.2","<0.001","0.7"
"Mirs Bay","MM3","2014-03-17","1","Middle Water","0.6","0.026","1.7","104","8.4","<1","<1","0.028","0.013","0.008","8","<0.2","33.2","0.89","3.5","2.7","16.2","0.07","0.13","0.17","<0.02","1.7","<0.001","0.8"
"Mirs Bay","MM3","2014-03-17","1","Bottom Water","0.8","0.028","1.4","104","8.4","1","1","0.026","0.008","0.008","8","0.7","33.2","0.9","3.5","4.5","16.2","0.06","0.13","0.16","<0.02","1.8","<0.001","1"
