"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Silica (mg/L)","Secchi Disc Depth (M)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM5","1995-09-13","1","Bottom Water","0.4","0.019","1.1","63","4.2","3300","4400","0.35","0.065","0.034","8","0.7","26.1","2.8","1.4","24","28","0.43","0.15","0.57","0.07","29.5","0.001","2.6"
"Deep Bay","DM5","1995-10-12","1","Surface Water","0.3","0.076","1.6","121","9.8","110","160","0.44","0.099","0.033","8.1","1","22","3.4","1.6","6.5","26.3","0.62","0.25","0.79","0.1","5.1","0.004","1.1"
"Deep Bay","DM5","1995-10-12","1","Middle Water","0.2","0.087","1.4","112","8.2","150","260","0.4","0.11","0.037","8","<0.2","24.4","3.4","1.6","7","26.3","0.6","0.22","0.73","0.08","5.7","0.005","1.4"
"Deep Bay","DM5","1995-10-12","1","Bottom Water","0.2","0.084","1.1","72","5.1","120","190","0.33","0.11","0.031","8.1","0.3","26.9","2.8","1.6","8.8","26.5","0.52","0.33","0.77","0.12","6.6","0.005","1.2"
"Deep Bay","DM5","1995-11-08","1","Surface Water","0.4","0.042","1.2","91","6.4","190","340","0.036","0.027","0.022","8.3","0.7","32.2","1","1.5","12","23.6","0.11","0.08","0.14","0.1","6.3","0.003","1.3"
"Deep Bay","DM5","1995-11-08","1","Middle Water","0.3","0.038","1","93","6.5","320","530","0.033","0.025","0.019","8.3","0.8","32.5","0.86","1.5","16","23.6","0.1","0.12","0.18","0.1","8","0.003","2"
"Deep Bay","DM5","1995-11-08","1","Bottom Water","0.2","0.023","1","94","6.6","240","500","0.032","0.025","0.024","8.3","2.4","32.6","1","1.5","40","23.7","0.08","0.11","0.17","0.14","32.2","0.002","3.9"
"Deep Bay","DM5","1995-12-11","1","Surface Water","1.2","0.22","1.8","92","8.6","160","220","0.13","0.033","0.049","7.9","<0.2","32.4","1.4","1.5","5.2","18.7","0.38","0.39","0.55","0.17","1.3","0.005","0.8"
"Deep Bay","DM5","1995-12-11","1","Middle Water","1.3","0.21","1.5","91","8.5","180","300","0.11","0.032","0.046","7.9","<0.2","32.6","1.3","1.5","6","18.7","0.35","0.4","0.54","0.16","1.4","0.005","1.1"
"Deep Bay","DM5","1995-12-11","1","Bottom Water","1","0.18","N/A","90","8.3","280","400","0.097","0.032","0.047","7.9","N/A","33.8","1.3","1.5","9.4","19","0.31","0.34","0.47","0.16","1.6","0.004","1.2"
"Deep Bay","DM5","1996-01-08","1","Surface Water","0.6","0.23","2.1","61","4.7","3000","6400","0.14","0.029","0.053","8.3","0.5","31.8","1.3","1.4","6.8","18.3","0.4","0.37","0.54","0.21","5.8","0.011","0.9"
"Deep Bay","DM5","1996-01-08","1","Middle Water","0.4","0.2","1.4","65","5","7000","16000","0.13","0.028","0.042","8.3","<0.2","32.9","0.07","1.4","6.8","18.3","0.36","0.32","0.48","0.17","6.9","0.01","0.7"
"Deep Bay","DM5","1996-01-08","1","Bottom Water","0.4","0.17","1.2","66","5.1","41000","58000","0.076","0.023","0.045","8.3","1","33.2","0.95","1.4","12","18.4","0.27","0.33","0.43","0.24","13.9","0.01","1.4"
"Deep Bay","DM5","1996-02-09","1","Surface Water","0.8","0.09","2.6","82","6.3","250","330","0.043","0.011","0.021","8.2","1.4","34.3","0.4","1.5","9.5","18.1","0.14","0.29","0.34","0.12","5.7","0.004","1.2"
"Deep Bay","DM5","1996-02-09","1","Middle Water","0.6","0.092","2.2","81","6.2","280","310","0.039","0.008","0.021","8.2","1.6","34.2","0.33","1.5","11","18.1","0.14","0.31","0.36","0.15","7.9","0.004","1.4"
"Deep Bay","DM5","1996-02-09","1","Bottom Water","0.7","0.086","2.7","82","6.3","250","370","0.043","0.009","0.02","8.2","0.8","34.1","0.32","1.5","12","18","0.14","0.26","0.31","0.16","14.9","0.004","1.4"
"Deep Bay","DM5","1996-03-04","1","Surface Water","0.7","0.15","2.3","72","5.6","4","5","0.16","0.017","0.021","8.1","1.5","32.6","0.77","1.7","5.2","17.3","0.33","0.3","0.48","0.05","4.6","0.005","0.9"
"Deep Bay","DM5","1996-03-04","1","Middle Water","0.4","0.15","2","85","6.8","320","390","0.12","0.016","0.025","8.3","1.2","33","0.77","1.7","8","16.7","0.29","0.31","0.45","0.09","6.6","0.007","1"
"Deep Bay","DM5","1996-03-04","1","Bottom Water","0.4","0.11","1.9","88","6.9","310","380","0.12","0.017","0.023","8.3","0.9","33.7","0.15","1.7","8.5","16.7","0.25","0.3","0.44","0.04","8.1","0.005","0.9"
"Deep Bay","DM5","1996-04-10","1","Surface Water","0.6","0.24","0.9","86","6.6","300","900","0.31","0.042","0.033","8","<0.2","27.5","2.3","2","4.2","20.2","0.59","0.34","0.69","0.1","5.4","0.008","0.5"
"Deep Bay","DM5","1996-04-10","1","Middle Water","0.5","0.17","1.1","87","6.6","240","420","0.22","0.028","0.029","8","<0.2","30.8","1.6","2","9.2","20.3","0.42","0.35","0.6","0.09","7.2","0.006","1.2"
"Deep Bay","DM5","1996-04-10","1","Bottom Water","0.7","0.18","0.8","87","6.5","1000","1400","0.17","0.023","0.032","8","0.5","31.4","1.4","2","28","20.1","0.37","0.31","0.5","0.09","18","0.006","3.2"
"Deep Bay","DM5","1996-05-03","1","Surface Water","0.7","0.2","1.4","100","7.4","110","160","0.6","0.056","0.034","8","2.6","18.5","3.2","0.8","14","25.1","0.86","0.34","1","0.1","10.2","0.009","1.6"
"Deep Bay","DM5","1996-05-03","1","Middle Water","0.5","0.19","1.5","101","7.5","140","220","0.54","0.049","0.031","8.1","0.4","23.9","2.8","0.8","14","23.2","0.78","0.33","0.92","0.08","7","0.009","1.6"
"Deep Bay","DM5","1996-05-03","1","Bottom Water","0.4","0.12","0.6","90","6.6","240","460","0.44","0.039","0.026","8.1","0.7","27","2.3","0.8","9.8","22.6","0.6","0.23","0.71","0.08","27.4","0.006","1.3"
"Deep Bay","DM5","1996-06-05","1","Surface Water","1.7","0.11","4.5","98","7.1","33","80","1.1","0.03","0.035","8","2.2","11","5.4","2.5","4","28.3","1.24","0.6","1.73","0.11","5.7","0.008","1.5"
"Deep Bay","DM5","1996-06-05","1","Middle Water","1","0.09","3.2","94","6.6","130","230","0.9","0.023","0.03","8.2","<0.2","21.2","4.6","2.5","2.1","26.9","1.01","0.33","1.25","0.07","5.3","0.007","0.9"
"Deep Bay","DM5","1996-06-05","1","Bottom Water","1.2","0.11","3.4","86","6","100","200","0.83","0.023","0.031","8.2","0.6","24.7","4.6","2.5","2.9","26.2","0.96","0.3","1.15","0.07","19.5","0.008","1.4"
"Deep Bay","DM5","1996-07-12","1","Surface Water","0.4","<0.005","1.6","87","6.6","500","1000","1","0.033","0.026","7.9","0.5","3.4","7.6","1","14","28.3","1.04","0.23","1.26","0.06","8.5","0.001","1.6"
"Deep Bay","DM5","1996-07-12","1","Middle Water","0.4","<0.005","0.5","88","6.5","800","1500","0.84","0.035","0.033","7.8","0.4","8.3","7.5","1","13","28.1","0.88","0.33","1.21","0.04","7.2","0.001","1.4"
"Deep Bay","DM5","1996-07-12","1","Bottom Water","0.4","0.005","0.8","77","5.4","1500","2400","0.81","0.035","0.013","7.7","0.4","26","6.3","1","14","26.1","0.85","0.25","1.1","0.05","20.5","0.001","1.5"
"Deep Bay","DM5","1996-08-07","1","Surface Water","0.1","<0.005","2.3","90","6.7","520","660","1","0.017","0.025","7.8","<0.2","5","7.6","1","17","29","1.02","0.28","1.3","0.07","8.9","0.001","1.8"
"Deep Bay","DM5","1996-08-07","1","Middle Water","0.2","0.046","1.1","84","6","230","340","0.41","0.06","0.033","7.7","<0.2","17.9","3.5","1","13","27.9","0.52","0.13","0.6","0.2","8.1","0.002","1.3"
"Deep Bay","DM5","1996-08-07","1","Bottom Water","0.2","0.045","0.9","70","4.8","2300","2700","0.28","0.054","0.03","7.8","<0.2","27.3","2.6","1","18","26.6","0.38","0.18","0.51","0.17","11.5","0.001","1.4"
"Deep Bay","DM5","1996-09-04","1","Surface Water","0.4","0.039","1","69","4.9","430","510","0.97","0.031","0.034","7.9","0.4","15.1","6.9","0.8","4.6","28.3","1.04","0.28","1.28","0.07","3.5","0.002","0.9"
"Deep Bay","DM5","1996-09-04","1","Middle Water","0.3","0.034","0.9","59","4.1","1800","2800","0.33","0.028","0.034","7.8","2","27.7","2.7","0.8","6.1","25.9","0.39","0.16","0.52","0.07","2.6","0.001","0.9"
"Deep Bay","DM5","1996-09-04","1","Bottom Water","0.3","0.025","1.4","49","3.4","2800","3400","0.32","0.029","0.024","7.9","0.8","29.4","2.6","0.8","6.2","25.3","0.37","0.16","0.51","0.08","26.8","0.001","0.8"
"Deep Bay","DM5","1996-10-03","1","Surface Water","0.2","0.037","0.3","80","5.4","70","80","0.5","0.11","0.046","7.9","2.4","24.3","4.2","1.5","5.8","28.2","0.65","0.39","1","0.08","3.2","0.002","0.7"
"Deep Bay","DM5","1996-10-03","1","Middle Water","0.1","0.15","0.2","79","5.3","1500","3100","0.19","0.094","0.038","8","1.5","29","1.9","1.5","8.4","28","0.43","0.37","0.65","0.09","6.2","0.008","1"
"Deep Bay","DM5","1996-10-03","1","Bottom Water","0.3","0.098","0.2","77","5.1","3200","5000","0.14","0.08","0.038","8","1.9","29.1","1.6","1.5","22","28","0.32","0.49","0.71","0.12","31.6","0.005","2.1"
"Deep Bay","DM5","1996-11-04","1","Surface Water","0.5","0.051","1.3","83","5.8","5","7","0.34","0.12","0.041","7.9","<0.2","26.1","2.6","1.6","4.8","26.2","0.51","0.36","0.82","0.18","2.3","0.002","0.8"
"Deep Bay","DM5","1996-11-04","1","Middle Water","0.3","0.06","0.7","86","5.9","100","100","0.25","0.13","0.047","7.9","<0.2","29.1","2.1","1.6","6.1","25.9","0.44","0.51","0.89","0.18","2.8","0.002","0.9"
"Deep Bay","DM5","1996-11-04","1","Bottom Water","0.3","0.053","0.6","83","5.6","50","100","0.22","0.14","0.041","7.9","<0.2","30.6","2","1.6","5.9","26.2","0.41","0.49","0.85","0.17","4.6","0.002","0.7"
"Deep Bay","DM5","1996-12-04","1","Surface Water","0.4","0.18","1","89","6.5","48","57","0.31","0.059","0.047","8","1.4","27.3","2.6","1.5","5.6","23.9","0.55","0.8","1.17","0.13","3.1","0.007","1.3"
"Deep Bay","DM5","1996-12-04","1","Middle Water","0.3","0.19","1","93","6.9","200","310","0.15","0.048","0.047","8","<0.2","32.4","1.8","1.5","7.7","21.1","0.39","0.78","0.98","0.15","3.3","0.006","1.2"
"Deep Bay","DM5","1996-12-04","1","Bottom Water","0.2","0.16","1.1","90","6.6","250","290","0.15","0.047","0.044","8","0.2","32.5","1.7","1.5","8.2","21.3","0.36","0.73","0.93","0.16","3.9","0.006","1.2"
"Deep Bay","DM5","1997-01-03","1","Surface Water","1","0.2","2.2","105","8.3","80","90","0.35","0.036","0.042","8.1","1","26","2.7","1.4","5.8","19.3","0.59","0.76","1.15","0.1","2.3","0.007","1.1"
"Deep Bay","DM5","1997-01-03","1","Middle Water","0.8","0.14","2.2","98","7.5","520","770","0.24","0.029","0.041","8.1","<0.2","29.4","2","1.4","4.1","19.5","0.41","0.69","0.96","0.13","1.7","0.005","0.8"
"Deep Bay","DM5","1997-01-03","1","Bottom Water","0.8","0.16","1.5","94","7.3","1300","1800","0.22","0.026","0.036","8.1","0.3","29.6","1.8","1.4","14","19.4","0.41","0.85","1.1","0.1","7.3","0.006","1.4"
"Deep Bay","DM5","1997-02-14","1","Surface Water","0.7","0.4","0.5","105","8.4","650","720","0.078","0.019","0.044","8.1","0.3","31.9","0.78","1.5","6","16.9","0.5","1.1","1.2","0.05","2.4","0.011","0.9"
"Deep Bay","DM5","1997-02-14","1","Middle Water","0.5","0.33","0.4","93","7.4","430","580","0.07","0.022","0.027","8.1","0.7","32.4","0.77","1.5","14","17","0.42","1.1","1.19","0.06","3.1","0.009","1.6"
"Deep Bay","DM5","1997-02-14","1","Bottom Water","0.5","0.33","0.6","93","7.3","410","1600","0.065","0.02","0.026","8.1","0.9","32.4","0.77","1.5","24","17.1","0.42","1.2","1.29","0.07","13.3","0.01","2.7"
"Deep Bay","DM5","1997-03-19","1","Surface Water","0.7","0.26","1.1","92","7","5","14","0.43","0.035","0.03","8.2","2.6","26.7","2","2.1","7.9","20.9","0.73","0.4","0.87","0.15","6.1","0.012","1"
"Deep Bay","DM5","1997-03-19","1","Middle Water","0.6","0.32","1.2","96","7.3","130","180","0.37","0.034","0.039","8.2","<0.2","28.8","1.8","2.1","4.5","20.6","0.72","0.45","0.85","0.16","4.8","0.016","0.7"
"Deep Bay","DM5","1997-03-19","1","Bottom Water","0.4","0.18","0.8","90","6.8","300","450","0.17","0.021","0.024","8.2","0.6","30.6","0.98","2.1","5.6","20.1","0.37","0.3","0.49","0.14","6.5","0.009","0.8"
"Deep Bay","DM5","1997-04-03","1","Surface Water","1.4","0.16","3.6","79","6.4","20","31","0.98","0.047","0.03","7.8","0.7","23.1","4.9","1","7.2","21.5","1.19","0.4","1.43","0.16","10.2","0.004","1.3"
"Deep Bay","DM5","1997-04-03","1","Middle Water","1","0.17","1.7","93","7","41","70","0.82","0.046","0.031","7.9","1.5","28.3","4.2","1","6.8","20.8","1.04","0.37","1.24","0.15","6.4","0.005","0.9"
"Deep Bay","DM5","1997-04-03","1","Bottom Water","0.6","0.24","0.7","93","7","220","370","0.26","0.014","0.031","8","0.8","30","2.1","1","6.5","20.4","0.51","0.99","1.26","0.08","7.6","0.008","0.9"
"Deep Bay","DM5","1997-05-02","1","Surface Water","4.9","0.1","13","131","9.9","100","170","0.94","0.021","0.029","7","28","13.2","5.2","1","5.9","25.6","1.06","0.73","1.69","0.08","7.2","0.001","2.3"
"Deep Bay","DM5","1997-05-02","1","Middle Water","0.9","0.098","1.5","127","9.4","400","570","0.73","0.025","0.037","7.1","0.9","22","3.8","1","5.2","24.1","0.85","0.71","1.47","0.04","6","0.001","1.2"
"Deep Bay","DM5","1997-05-02","1","Bottom Water","0.7","0.11","1.2","107","7.8","32","38","0.53","0.021","0.027","7.1","0.5","25.2","2.7","1","5.7","23.6","0.66","0.78","1.33","0.05","6.8","0.001","1"
"Deep Bay","DM5","1997-06-03","1","Surface Water","0.5","0.07","2.7","91","6.7","8","16","0.96","0.018","0.019","8","1","12","5.1","1.5","7.4","28","1.05","0.26","1.24","0.05","6.6","0.005","1.2"
"Deep Bay","DM5","1997-06-03","1","Middle Water","1.1","0.064","6.5","94","6.7","360","520","0.77","0.025","0.02","7.9","8.4","16.5","3.3","1.5","4.7","27.4","0.86","0.44","1.24","0.05","4.8","0.004","1.6"
"Deep Bay","DM5","1997-06-03","1","Bottom Water","0.9","0.059","11","88","6.3","900","1100","0.76","0.031","0.015","7.9","3.3","20.1","3.4","1.5","4.6","27","0.85","0.29","1.08","0.05","14.9","0.003","1.8"
"Deep Bay","DM5","1997-07-14","1","Surface Water","1.7","0.097","1.5","86","6.8","400","500","0.69","0.056","0.016","8.4","0.5","3.6","7.3","0.1","52","27.4","0.84","0.63","1.38","0.1","44.1","0.015","5.3"
"Deep Bay","DM5","1997-07-14","1","Middle Water","0.3","0.11","0.9","83","5.9","600","1400","0.61","0.052","0.027","7.4","<0.2","29.1","6.7","0.1","38","24","0.77","0.49","1.15","0.07","7","0.001","3.9"
"Deep Bay","DM5","1997-07-14","1","Bottom Water","0.3","0.033","0.3","55","3.9","1000","1700","0.32","0.045","0.038","7.5","<0.2","31.4","2.6","0.1","38","23.5","0.4","1.2","1.57","0.08","39.9","0.001","6.6"
"Deep Bay","DM5","1997-08-07","1","Surface Water","0.5","0.13","1.4","91","6.7","140","250","0.78","0.1","0.044","8.1","<0.2","6.1","7.4","1","6.4","29.3","1.01","0.31","1.19","0.06","5.7","0.011","0.9"
"Deep Bay","DM5","1997-08-07","1","Middle Water","0.3","0.15","0.5","92","6.5","800","1300","0.63","0.066","0.044","7.9","0.4","24.2","5.8","1","5","26.4","0.85","0.34","1.04","0.06","4.9","0.006","0.8"
"Deep Bay","DM5","1997-08-07","1","Bottom Water","0.4","0.15","1.2","76","5.2","280","510","0.56","0.05","0.04","8","<0.2","23.7","4.8","1","5.5","27.3","0.76","0.45","1.06","0.06","53.8","0.007","1"
"Deep Bay","DM5","1997-09-04","1","Surface Water","0.4","0.073","1","94","6.6","150","560","0.65","0.071","0.033","6.9","0.3","14.1","6.2","1","7.6","29.2","0.79","0.65","1.37","0.06","3.6","0.001","1.3"
"Deep Bay","DM5","1997-09-04","1","Middle Water","0.4","0.078","0.5","82","5.6","330","980","0.39","0.07","0.034","7","0.3","22.3","3.5","1","7","28.4","0.54","0.95","1.41","0.06","4","0.001","1.2"
"Deep Bay","DM5","1997-09-04","1","Bottom Water","0.2","0.083","0.5","71","4.8","2600","5600","0.3","0.051","0.026","7.1","0.9","26.4","2.7","1","15","27.5","0.43","1.1","1.45","0.07","9.4","0.001","1.5"
"Deep Bay","DM5","1997-10-08","1","Surface Water","0.5","0.11","1.1","70","4.9","250","400","0.57","0.2","0.041","7.8","0.9","20.6","5.1","1.5","6","27.2","0.88","0.56","1.33","0.06","5.3","0.004","0.8"
"Deep Bay","DM5","1997-10-08","1","Middle Water","0.4","0.056","0.6","77","5.3","230","470","0.45","0.17","0.038","7.7","1.1","26","4","1.5","12","27.1","0.68","0.6","1.22","0.06","6.5","0.002","1.3"
"Deep Bay","DM5","1997-10-08","1","Bottom Water","0.3","0.032","1","77","5.3","190","310","0.43","0.17","0.034","7.7","0.5","26.5","4.5","1.5","16","27.1","0.63","0.96","1.56","0.08","24.8","0.001","1.8"
"Deep Bay","DM5","1997-11-05","1","Surface Water","0.3","0.17","1.2","77","5.5","81","100","0.13","0.027","0.031","8.1","1","29.9","1.2","1.5","8.2","23.9","0.33","1.2","1.36","0.06","5","0.009","1.2"
"Deep Bay","DM5","1997-11-05","1","Middle Water","0.3","0.16","1.2","78","5.5","1500","2300","0.088","0.019","0.031","8.1","0.9","31","1","1.5","15","24.1","0.27","1.2","1.31","0.05","7.8","0.009","1.9"
"Deep Bay","DM5","1997-11-05","1","Bottom Water","0.2","0.13","1.3","78","5.4","640","1600","0.085","0.019","0.022","8.1","1.4","31","0.93","1.5","23","24.2","0.23","1","1.1","0.05","13.7","0.007","2.4"
"Deep Bay","DM5","1997-12-04","1","Surface Water","0.3","0.13","2.1","87","6.3","300","480","0.15","0.045","0.036","8.2","1.1","30","1.6","1.5","5.6","22.5","0.33","0.89","1.09","0.05","5.1","0.008","0.9"
"Deep Bay","DM5","1997-12-04","1","Middle Water","0.3","0.16","2.4","80","5.8","250","370","0.15","0.045","0.039","8.3","<0.2","31.1","1.6","1.5","5.8","22.6","0.36","0.88","1.08","0.06","6","0.01","0.9"
"Deep Bay","DM5","1997-12-04","1","Bottom Water","0.3","0.12","2.3","80","5.7","310","510","0.14","0.041","0.032","8.3","<0.2","31.4","1.5","1.5","7.1","22.8","0.3","1","1.18","0.06","10.5","0.008","1.2"
"Deep Bay","DM5","1998-01-14","1","Surface Water","0.4","0.24","5.7","81","6.1","110","130","0.26","0.039","0.04","8.1","<0.2","28.9","2","1.5","28","20.8","0.54","1.1","1.4","0.09","14.8","0.011","2.3"
"Deep Bay","DM5","1998-01-14","1","Middle Water","0.4","0.25","1.3","79","5.9","210","280","0.24","0.038","0.026","8.2","0.5","29.2","1.9","1.5","28","20.8","0.53","1.1","1.38","0.08","13.8","0.012","2.8"
"Deep Bay","DM5","1998-01-14","1","Bottom Water","0.4","0.24","2.1","81","6","550","680","0.2","0.033","0.047","8.2","0.5","31","1.6","1.5","24","20.7","0.47","0.96","1.19","0.09","23.7","0.012","2.4"
"Deep Bay","DM5","1998-02-04","1","Surface Water","0.4","0.21","1.1","88","7","300","480","0.16","0.024","0.043","8.2","0.6","31.1","1.4","1.5","4.8","17.5","0.39","1.1","1.28","0.06","5.4","0.008","0.6"
"Deep Bay","DM5","1998-02-04","1","Middle Water","0.4","0.19","1","96","7.5","220","290","0.14","0.023","0.04","8.2","0.7","32.3","1.3","1.5","5.3","17.8","0.35","1.1","1.26","0.06","5.7","0.008","0.7"
"Deep Bay","DM5","1998-02-04","1","Bottom Water","0.4","0.16","1.3","96","7.4","220","350","0.13","0.021","0.038","8.2","0.7","33","1.2","1.5","11","17.9","0.31","1.1","1.25","0.06","7.1","0.007","1"
"Deep Bay","DM5","1998-03-04","1","Surface Water","0.4","0.32","1.3","104","8.5","290","370","0.26","0.039","0.047","8","<0.2","26.8","2.4","1.2","12","16.9","0.62","1.5","1.8","0.07","8.5","0.007","1.4"
"Deep Bay","DM5","1998-03-04","1","Middle Water","0.6","0.26","0.3","103","8.3","440","640","0.16","0.023","0.045","8","<0.2","31","1.4","1.2","19","16.8","0.44","1.4","1.58","0.08","14.2","0.007","1.6"
"Deep Bay","DM5","1998-03-04","1","Bottom Water","0.5","0.23","3.6","104","8.3","840","1300","0.13","0.019","0.033","8.1","<0.2","31.1","1.2","1.2","34","16.8","0.38","1.3","1.45","0.08","20.9","0.007","3"
"Deep Bay","DM5","1998-04-03","1","Surface Water","2.5","0.09","10","121","9.1","23","42","0.26","0.028","0.01","8.1","6","25.7","0.49","0.5","4.7","22.1","0.38","1.1","1.39","0.07","4.9","0.004","1.6"
"Deep Bay","DM5","1998-04-03","1","Middle Water","1.5","0.062","7","112","8.4","72","190","0.37","0.021","0.019","8.1","5.2","28.6","0.44","0.5","3.5","21.1","0.45","1.1","1.49","0.06","5.1","0.003","1.1"
"Deep Bay","DM5","1998-04-03","1","Bottom Water","1.4","0.087","9.2","111","8.4","70","120","0.24","0.022","0.017","8.1","4.9","28.9","0.4","0.5","5.2","21","0.35","1.1","1.36","0.09","6.2","0.003","1.5"
"Deep Bay","DM5","1998-05-04","1","Surface Water","0.6","0.21","0.9","67","5","760","2200","1.4","0.045","0.049","7.7","0.4","13.1","6.4","1.5","13","25.8","1.66","0.6","2.05","0.09","8.3","0.007","2.1"
"Deep Bay","DM5","1998-05-04","1","Middle Water","0.2","0.14","0.7","64","4.5","710","3400","0.43","0.021","0.031","7.6","<0.2","27.5","2.6","1.5","4.3","25","0.59","1.2","1.65","0.07","5.1","0.003","0.6"
"Deep Bay","DM5","1998-05-04","1","Bottom Water","0.2","0.12","0.6","64","4.5","650","2100","0.26","0.014","0.032","7.6","<0.2","29","1.8","1.5","4","24.7","0.39","0.99","1.26","0.06","8.4","0.002","0.6"
"Deep Bay","DM5","1998-06-03","1","Surface Water","1.5","0.14","3.6","88","5.7","640","1100","1.3","0.039","0.032","8.2","2.2","10.9","6.7","1.5","5.2","26","1.48","0.36","1.7","0.1","6.2","0.013","0.9"
"Deep Bay","DM5","1998-06-03","1","Middle Water","0.4","0.14","0.6","62","5.7","390","1400","0.54","0.034","0.034","7.3","<0.2","28","3.2","1.5","3.2","25.7","0.71","0.87","1.44","0.07","5.1","0.001","<0.5"
"Deep Bay","DM5","1998-06-03","1","Bottom Water","0.3","0.2","0.3","82","5.4","530","1700","0.3","0.034","0.038","8","<0.2","28.8","2.3","1.5","5.4","24.5","0.53","0.86","1.19","0.06","9.5","0.008","2"
"Deep Bay","DM5","1998-07-10","1","Surface Water","1.3","0.044","11","67","4.9","220","920","0.76","0.088","0.03","8.3","<0.2","8.4","7.2","1.5","9.9","29.4","0.89","0.31","1.16","0.07","8.1","0.006","1.8"
"Deep Bay","DM5","1998-07-10","1","Middle Water","1.1","0.057","5.5","62","4.5","260","1200","0.73","0.083","0.032","8.2","2.7","11.4","6.2","1.5","8.1","27.6","0.87","0.32","1.13","0.07","6.8","0.005","1.5"
"Deep Bay","DM5","1998-07-10","1","Bottom Water","0.9","0.063","5.6","58","4.1","250","1200","0.69","0.08","0.045","8","2.2","23.1","6.2","1.5","8","25.9","0.83","0.34","1.11","0.07","37.8","0.003","1.6"
"Deep Bay","DM5","1998-08-05","1","Surface Water","0.6","0.012","2","84","6","140","250","0.96","0.057","0.018","8.5","0.6","4","6.5","1","34","31.1","1.03","0.22","1.24","0.09","18.2","0.002","3.8"
"Deep Bay","DM5","1998-08-05","1","Middle Water","0.9","0.022","1.5","75","5.4","130","350","0.78","0.044","0.024","8.2","1.4","8.7","6","1","67","30","0.85","0.28","1.1","0.12","34.7","0.003","6"
"Deep Bay","DM5","1998-08-05","1","Bottom Water","0.5","0.049","1.8","60","4.2","550","1000","0.65","0.043","0.029","8","<0.2","20.7","4.8","1","74","27.7","0.74","0.32","1.01","0.14","33.8","0.003","7.1"
"Deep Bay","DM5","1998-09-04","1","Surface Water","0.7","0.067","1.8","101","6.9","20","41","0.32","0.041","0.008","8","1.8","23.3","0.54","3","1.2","28.4","0.43","0.71","1.07","0.03","2.5","0.004","<0.5"
"Deep Bay","DM5","1998-09-04","1","Middle Water","0.7","0.083","1.8","87","5.9","18","38","0.27","0.034","0.016","8","1.7","29.7","0.44","3","2.4","26.9","0.39","0.79","1.09","0.04","4.2","0.004","0.5"
"Deep Bay","DM5","1998-09-04","1","Bottom Water","0.6","0.1","1.7","65","4.4","59","98","0.14","0.024","0.013","8","2.2","30.4","0.24","3","3.8","26.6","0.26","0.77","0.93","0.04","14.1","0.005","0.7"
"Deep Bay","DM5","1998-10-23","1","Surface Water","0.9","0.13","3","90","4.3","100","100","0.13","0.09","0.041","7.8","0.2","31.6","1.2","1.5","13","26.2","0.35","0.95","1.17","0.07","6.7","0.004","1.4"
"Deep Bay","DM5","1998-10-23","1","Middle Water","1.1","0.1","2","88","4.1","360","710","0.11","0.082","0.032","7.9","0.6","32.3","1.2","1.5","19","26.2","0.29","0.65","0.84","0.07","13.9","0.003","1.8"
"Deep Bay","DM5","1998-10-23","1","Bottom Water","1.4","0.1","2.1","87","4.1","560","1000","0.1","0.078","0.03","7.9","1.2","32.4","1.2","1.5","35","26.2","0.28","0.69","0.87","0.08","41.2","0.004","3"
"Deep Bay","DM5","1998-11-05","1","Surface Water","0.6","0.19","1","68","3.3","64","130","0.27","0.08","0.041","7.8","0.8","30","1.6","0.5","7.3","25.7","0.54","0.88","1.23","0.07","6.4","0.006","0.7"
"Deep Bay","DM5","1998-11-05","1","Middle Water","0.7","0.16","1.7","67","3.2","310","1100","0.2","0.069","0.035","7.8","<0.2","31","1.4","0.5","22","25.3","0.43","0.74","1.01","0.08","8.4","0.005","2.2"
"Deep Bay","DM5","1998-11-05","1","Bottom Water","0.8","0.19","0.9","66","3.2","35","110","0.28","0.08","0.037","7.8","1.4","31.5","1.6","0.5","7.6","25.1","0.55","0.71","1.07","0.07","36.8","0.006","1.1"
"Deep Bay","DM5","1998-12-03","1","Surface Water","0.8","0.26","2","88","6.4","320","1100","0.23","0.045","0.041","8","0.8","29.2","1.2","2","4.3","23","0.54","0.47","0.75","0.05","4.9","0.01","0.8"
"Deep Bay","DM5","1998-12-03","1","Middle Water","0.6","0.21","2","92","6.6","1000","3100","0.19","0.043","0.038","8","<0.2","29.6","1.1","2","6.5","23.1","0.44","0.42","0.65","0.05","5.8","0.009","0.7"
